datetime,births,year,month,day,day_of_week
09-01-1978,9187,1978,1,9,0
10-01-1978,9095,1978,1,10,1
11-01-1978,9220,1978,1,11,2
12-01-1978,9276,1978,1,12,3
13-01-1978,9154,1978,1,13,4
14-01-1978,8314,1978,1,14,5
15-01-1978,7783,1978,1,15,6
16-01-1978,9472,1978,1,16,0
17-01-1978,9347,1978,1,17,1
18-01-1978,9134,1978,1,18,2
19-01-1978,9240,1978,1,19,3
20-01-1978,9316,1978,1,20,4
21-01-1978,7963,1978,1,21,5
22-01-1978,7573,1978,1,22,6
23-01-1978,9263,1978,1,23,0
24-01-1978,9426,1978,1,24,1
25-01-1978,9103,1978,1,25,2
26-01-1978,9397,1978,1,26,3
27-01-1978,8992,1978,1,27,4
28-01-1978,7959,1978,1,28,5
29-01-1978,7537,1978,1,29,6
30-01-1978,9194,1978,1,30,0
31-01-1978,9165,1978,1,31,1
01-02-1978,9171,1978,2,1,2
02-02-1978,9237,1978,2,2,3
03-02-1978,9184,1978,2,3,4
04-02-1978,8079,1978,2,4,5
05-02-1978,7820,1978,2,5,6
06-02-1978,9236,1978,2,6,0
07-02-1978,9348,1978,2,7,1
08-02-1978,9154,1978,2,8,2
09-02-1978,9262,1978,2,9,3
10-02-1978,9534,1978,2,10,4
11-02-1978,8155,1978,2,11,5
12-02-1978,7965,1978,2,12,6
13-02-1978,8975,1978,2,13,0
14-02-1978,9864,1978,2,14,1
15-02-1978,9296,1978,2,15,2
16-02-1978,9115,1978,2,16,3
17-02-1978,9251,1978,2,17,4
18-02-1978,8183,1978,2,18,5
19-02-1978,7708,1978,2,19,6
20-02-1978,9036,1978,2,20,0
21-02-1978,9266,1978,2,21,1
22-02-1978,9353,1978,2,22,2
23-02-1978,9283,1978,2,23,3
24-02-1978,9566,1978,2,24,4
25-02-1978,8331,1978,2,25,5
26-02-1978,7895,1978,2,26,6
27-02-1978,9272,1978,2,27,0
28-02-1978,9717,1978,2,28,1
01-03-1978,9144,1978,3,1,2
02-03-1978,9320,1978,3,2,3
03-03-1978,9445,1978,3,3,4
04-03-1978,8030,1978,3,4,5
05-03-1978,7811,1978,3,5,6
06-03-1978,9302,1978,3,6,0
07-03-1978,9585,1978,3,7,1
08-03-1978,9221,1978,3,8,2
09-03-1978,9231,1978,3,9,3
10-03-1978,9597,1978,3,10,4
11-03-1978,8157,1978,3,11,5
12-03-1978,7884,1978,3,12,6
13-03-1978,9036,1978,3,13,0
14-03-1978,9537,1978,3,14,1
15-03-1978,9299,1978,3,15,2
16-03-1978,9337,1978,3,16,3
17-03-1978,9488,1978,3,17,4
18-03-1978,7972,1978,3,18,5
19-03-1978,7741,1978,3,19,6
20-03-1978,9145,1978,3,20,0
21-03-1978,9679,1978,3,21,1
22-03-1978,9321,1978,3,22,2
23-03-1978,9169,1978,3,23,3
24-03-1978,9164,1978,3,24,4
25-03-1978,7887,1978,3,25,5
26-03-1978,7595,1978,3,26,6
27-03-1978,9113,1978,3,27,0
28-03-1978,9303,1978,3,28,1
29-03-1978,9206,1978,3,29,2
30-03-1978,8917,1978,3,30,3
31-03-1978,9330,1978,3,31,4
01-04-1978,8081,1978,4,1,5
02-04-1978,7699,1978,4,2,6
03-04-1978,9127,1978,4,3,0
04-04-1978,9450,1978,4,4,1
05-04-1978,8860,1978,4,5,2
06-04-1978,8981,1978,4,6,3
07-04-1978,9087,1978,4,7,4
08-04-1978,7903,1978,4,8,5
09-04-1978,7463,1978,4,9,6
10-04-1978,8881,1978,4,10,0
11-04-1978,9034,1978,4,11,1
12-04-1978,8619,1978,4,12,2
13-04-1978,8734,1978,4,13,3
14-04-1978,9028,1978,4,14,4
15-04-1978,7533,1978,4,15,5
16-04-1978,7201,1978,4,16,6
17-04-1978,8713,1978,4,17,0
18-04-1978,9215,1978,4,18,1
19-04-1978,8728,1978,4,19,2
20-04-1978,8594,1978,4,20,3
21-04-1978,8902,1978,4,21,4
22-04-1978,7797,1978,4,22,5
23-04-1978,7315,1978,4,23,6
24-04-1978,9031,1978,4,24,0
25-04-1978,9092,1978,4,25,1
26-04-1978,9027,1978,4,26,2
27-04-1978,8859,1978,4,27,3
28-04-1978,9055,1978,4,28,4
29-04-1978,7764,1978,4,29,5
30-04-1978,7152,1978,4,30,6
01-05-1978,8907,1978,5,1,0
02-05-1978,9426,1978,5,2,1
03-05-1978,9063,1978,5,3,2
04-05-1978,8680,1978,5,4,3
05-05-1978,9106,1978,5,5,4
06-05-1978,7730,1978,5,6,5
07-05-1978,7398,1978,5,7,6
08-05-1978,8996,1978,5,8,0
09-05-1978,9317,1978,5,9,1
10-05-1978,9288,1978,5,10,2
11-05-1978,8914,1978,5,11,3
12-05-1978,8981,1978,5,12,4
13-05-1978,7767,1978,5,13,5
14-05-1978,7390,1978,5,14,6
15-05-1978,9212,1978,5,15,0
16-05-1978,9212,1978,5,16,1
17-05-1978,8927,1978,5,17,2
18-05-1978,9060,1978,5,18,3
19-05-1978,9018,1978,5,19,4
20-05-1978,8078,1978,5,20,5
21-05-1978,7580,1978,5,21,6
22-05-1978,9102,1978,5,22,0
23-05-1978,9221,1978,5,23,1
24-05-1978,9208,1978,5,24,2
25-05-1978,9193,1978,5,25,3
26-05-1978,9532,1978,5,26,4
27-05-1978,8021,1978,5,27,5
28-05-1978,7797,1978,5,28,6
29-05-1978,7793,1978,5,29,0
30-05-1978,9637,1978,5,30,1
31-05-1978,9613,1978,5,31,2
01-06-1978,9450,1978,6,1,3
02-06-1978,9313,1978,6,2,4
03-06-1978,7982,1978,6,3,5
04-06-1978,7408,1978,6,4,6
05-06-1978,9136,1978,6,5,0
06-06-1978,9613,1978,6,6,1
07-06-1978,9348,1978,6,7,2
08-06-1978,9090,1978,6,8,3
09-06-1978,9374,1978,6,9,4
10-06-1978,8048,1978,6,10,5
11-06-1978,7584,1978,6,11,6
12-06-1978,9208,1978,6,12,0
13-06-1978,9269,1978,6,13,1
14-06-1978,9234,1978,6,14,2
15-06-1978,9183,1978,6,15,3
16-06-1978,9362,1978,6,16,4
17-06-1978,8244,1978,6,17,5
18-06-1978,7794,1978,6,18,6
19-06-1978,9553,1978,6,19,0
20-06-1978,9683,1978,6,20,1
21-06-1978,9278,1978,6,21,2
22-06-1978,9411,1978,6,22,3
23-06-1978,9601,1978,6,23,4
24-06-1978,8132,1978,6,24,5
25-06-1978,8102,1978,6,25,6
26-06-1978,9353,1978,6,26,0
27-06-1978,9858,1978,6,27,1
28-06-1978,9709,1978,6,28,2
29-06-1978,9641,1978,6,29,3
30-06-1978,10098,1978,6,30,4
01-07-1978,8218,1978,7,1,5
02-07-1978,7991,1978,7,2,6
03-07-1978,9294,1978,7,3,0
04-07-1978,8448,1978,7,4,1
05-07-1978,9689,1978,7,5,2
06-07-1978,10204,1978,7,6,3
07-07-1978,10255,1978,7,7,4
08-07-1978,8791,1978,7,8,5
09-07-1978,8112,1978,7,9,6
10-07-1978,9887,1978,7,10,0
11-07-1978,9868,1978,7,11,1
12-07-1978,9716,1978,7,12,2
13-07-1978,9995,1978,7,13,3
14-07-1978,10449,1978,7,14,4
15-07-1978,8870,1978,7,15,5
16-07-1978,8426,1978,7,16,6
17-07-1978,10037,1978,7,17,0
18-07-1978,10376,1978,7,18,1
19-07-1978,10025,1978,7,19,2
20-07-1978,10401,1978,7,20,3
21-07-1978,10342,1978,7,21,4
22-07-1978,9082,1978,7,22,5
23-07-1978,8577,1978,7,23,6
24-07-1978,9977,1978,7,24,0
25-07-1978,10361,1978,7,25,1
26-07-1978,10111,1978,7,26,2
27-07-1978,10206,1978,7,27,3
28-07-1978,10324,1978,7,28,4
29-07-1978,8695,1978,7,29,5
30-07-1978,8494,1978,7,30,6
31-07-1978,9902,1978,7,31,0
01-08-1978,10164,1978,8,1,1
02-08-1978,9838,1978,8,2,2
03-08-1978,10144,1978,8,3,3
04-08-1978,10063,1978,8,4,4
05-08-1978,8757,1978,8,5,5
06-08-1978,8456,1978,8,6,6
07-08-1978,10219,1978,8,7,0
08-08-1978,10460,1978,8,8,1
09-08-1978,10163,1978,8,9,2
10-08-1978,10307,1978,8,10,3
11-08-1978,10184,1978,8,11,4
12-08-1978,8966,1978,8,12,5
13-08-1978,8547,1978,8,13,6
14-08-1978,10145,1978,8,14,0
15-08-1978,10520,1978,8,15,1
16-08-1978,10072,1978,8,16,2
17-08-1978,10400,1978,8,17,3
18-08-1978,10377,1978,8,18,4
19-08-1978,8927,1978,8,19,5
20-08-1978,8493,1978,8,20,6
21-08-1978,9987,1978,8,21,0
22-08-1978,10241,1978,8,22,1
23-08-1978,9914,1978,8,23,2
24-08-1978,10168,1978,8,24,3
25-08-1978,10186,1978,8,25,4
26-08-1978,8802,1978,8,26,5
27-08-1978,8471,1978,8,27,6
28-08-1978,10016,1978,8,28,0
29-08-1978,10400,1978,8,29,1
30-08-1978,10081,1978,8,30,2
31-08-1978,9866,1978,8,31,3
01-09-1978,10133,1978,9,1,4
02-09-1978,8591,1978,9,2,5
03-09-1978,8366,1978,9,3,6
04-09-1978,8492,1978,9,4,0
05-09-1978,10044,1978,9,5,1
06-09-1978,10720,1978,9,6,2
07-09-1978,10309,1978,9,7,3
08-09-1978,10384,1978,9,8,4
09-09-1978,9035,1978,9,9,5
10-09-1978,8650,1978,9,10,6
11-09-1978,10165,1978,9,11,0
12-09-1978,10439,1978,9,12,1
13-09-1978,10170,1978,9,13,2
14-09-1978,10279,1978,9,14,3
15-09-1978,10283,1978,9,15,4
16-09-1978,9187,1978,9,16,5
17-09-1978,8725,1978,9,17,6
18-09-1978,10324,1978,9,18,0
19-09-1978,10728,1978,9,19,1
20-09-1978,10504,1978,9,20,2
21-09-1978,10518,1978,9,21,3
22-09-1978,10370,1978,9,22,4
23-09-1978,8751,1978,9,23,5
24-09-1978,8661,1978,9,24,6
25-09-1978,10434,1978,9,25,0
26-09-1978,10518,1978,9,26,1
27-09-1978,10359,1978,9,27,2
28-09-1978,10198,1978,9,28,3
29-09-1978,10386,1978,9,29,4
30-09-1978,8663,1978,9,30,5
01-10-1978,8701,1978,10,1,6
02-10-1978,9949,1978,10,2,0
03-10-1978,10388,1978,10,3,1
04-10-1978,9945,1978,10,4,2
05-10-1978,9964,1978,10,5,3
06-10-1978,10066,1978,10,6,4
07-10-1978,8623,1978,10,7,5
08-10-1978,8391,1978,10,8,6
09-10-1978,9784,1978,10,9,0
10-10-1978,10361,1978,10,10,1
11-10-1978,9893,1978,10,11,2
12-10-1978,9834,1978,10,12,3
13-10-1978,9777,1978,10,13,4
14-10-1978,8566,1978,10,14,5
15-10-1978,7890,1978,10,15,6
16-10-1978,9547,1978,10,16,0
17-10-1978,9956,1978,10,17,1
18-10-1978,9409,1978,10,18,2
19-10-1978,9514,1978,10,19,3
20-10-1978,9644,1978,10,20,4
21-10-1978,8423,1978,10,21,5
22-10-1978,7949,1978,10,22,6
23-10-1978,9436,1978,10,23,0
24-10-1978,9588,1978,10,24,1
25-10-1978,9338,1978,10,25,2
26-10-1978,9515,1978,10,26,3
27-10-1978,9551,1978,10,27,4
28-10-1978,8425,1978,10,28,5
29-10-1978,8168,1978,10,29,6
30-10-1978,9472,1978,10,30,0
31-10-1978,9349,1978,10,31,1
01-11-1978,9340,1978,11,1,2
02-11-1978,9261,1978,11,2,3
03-11-1978,9787,1978,11,3,4
04-11-1978,8263,1978,11,4,5
05-11-1978,8027,1978,11,5,6
06-11-1978,9526,1978,11,6,0
07-11-1978,9789,1978,11,7,1
08-11-1978,9524,1978,11,8,2
09-11-1978,9622,1978,11,9,3
10-11-1978,9673,1978,11,10,4
11-11-1978,8367,1978,11,11,5
12-11-1978,7986,1978,11,12,6
13-11-1978,9629,1978,11,13,0
14-11-1978,10031,1978,11,14,1
15-11-1978,9551,1978,11,15,2
16-11-1978,9578,1978,11,16,3
17-11-1978,9856,1978,11,17,4
18-11-1978,8445,1978,11,18,5
19-11-1978,7877,1978,11,19,6
20-11-1978,9603,1978,11,20,0
21-11-1978,9961,1978,11,21,1
22-11-1978,9566,1978,11,22,2
23-11-1978,7926,1978,11,23,3
24-11-1978,9053,1978,11,24,4
25-11-1978,8290,1978,11,25,5
26-11-1978,8081,1978,11,26,6
27-11-1978,9835,1978,11,27,0
28-11-1978,9826,1978,11,28,1
29-11-1978,9452,1978,11,29,2
30-11-1978,9410,1978,11,30,3
01-12-1978,9614,1978,12,1,4
02-12-1978,8544,1978,12,2,5
03-12-1978,8211,1978,12,3,6
04-12-1978,9779,1978,12,4,0
05-12-1978,9895,1978,12,5,1
06-12-1978,9419,1978,12,6,2
07-12-1978,9497,1978,12,7,3
08-12-1978,9417,1978,12,8,4
09-12-1978,8347,1978,12,9,5
10-12-1978,8104,1978,12,10,6
11-12-1978,9697,1978,12,11,0
12-12-1978,10072,1978,12,12,1
13-12-1978,9532,1978,12,13,2
14-12-1978,9539,1978,12,14,3
15-12-1978,9963,1978,12,15,4
16-12-1978,8522,1978,12,16,5
17-12-1978,8186,1978,12,17,6
18-12-1978,10213,1978,12,18,0
19-12-1978,10617,1978,12,19,1
20-12-1978,10005,1978,12,20,2
21-12-1978,9418,1978,12,21,3
22-12-1978,9028,1978,12,22,4
23-12-1978,7952,1978,12,23,5
24-12-1978,7974,1978,12,24,6
25-12-1978,7860,1978,12,25,0
26-12-1978,8911,1978,12,26,1
27-12-1978,9924,1978,12,27,2
28-12-1978,10190,1978,12,28,3
29-12-1978,10413,1978,12,29,4
30-12-1978,8487,1978,12,30,5
31-12-1978,8038,1978,12,31,6
01-01-1979,8221,1979,1,1,0
02-01-1979,8855,1979,1,2,1
03-01-1979,9351,1979,1,3,2
04-01-1979,9429,1979,1,4,3
05-01-1979,9586,1979,1,5,4
06-01-1979,8570,1979,1,6,5
07-01-1979,8013,1979,1,7,6
08-01-1979,9524,1979,1,8,0
09-01-1979,9310,1979,1,9,1
10-01-1979,9416,1979,1,10,2
11-01-1979,9409,1979,1,11,3
12-01-1979,9670,1979,1,12,4
13-01-1979,8649,1979,1,13,5
14-01-1979,8173,1979,1,14,6
15-01-1979,9554,1979,1,15,0
16-01-1979,9805,1979,1,16,1
17-01-1979,9513,1979,1,17,2
18-01-1979,9495,1979,1,18,3
19-01-1979,9875,1979,1,19,4
20-01-1979,8478,1979,1,20,5
21-01-1979,8019,1979,1,21,6
22-01-1979,9705,1979,1,22,0
23-01-1979,9794,1979,1,23,1
24-01-1979,9556,1979,1,24,2
25-01-1979,9656,1979,1,25,3
26-01-1979,9809,1979,1,26,4
27-01-1979,8372,1979,1,27,5
28-01-1979,8235,1979,1,28,6
29-01-1979,9732,1979,1,29,0
30-01-1979,9520,1979,1,30,1
31-01-1979,9576,1979,1,31,2
01-02-1979,9335,1979,2,1,3
02-02-1979,9895,1979,2,2,4
03-02-1979,8588,1979,2,3,5
04-02-1979,8193,1979,2,4,6
05-02-1979,9562,1979,2,5,0
06-02-1979,9835,1979,2,6,1
07-02-1979,9642,1979,2,7,2
08-02-1979,9577,1979,2,8,3
09-02-1979,9675,1979,2,9,4
10-02-1979,8576,1979,2,10,5
11-02-1979,8194,1979,2,11,6
12-02-1979,9663,1979,2,12,0
13-02-1979,9663,1979,2,13,1
14-02-1979,10038,1979,2,14,2
15-02-1979,9725,1979,2,15,3
16-02-1979,9823,1979,2,16,4
17-02-1979,8416,1979,2,17,5
18-02-1979,8195,1979,2,18,6
19-02-1979,9279,1979,2,19,0
20-02-1979,10052,1979,2,20,1
21-02-1979,9776,1979,2,21,2
22-02-1979,9697,1979,2,22,3
23-02-1979,10100,1979,2,23,4
24-02-1979,8625,1979,2,24,5
25-02-1979,8259,1979,2,25,6
26-02-1979,9567,1979,2,26,0
27-02-1979,9751,1979,2,27,1
28-02-1979,9662,1979,2,28,2
01-03-1979,9814,1979,3,1,3
02-03-1979,9753,1979,3,2,4
03-03-1979,8731,1979,3,3,5
04-03-1979,8228,1979,3,4,6
05-03-1979,9697,1979,3,5,0
06-03-1979,9667,1979,3,6,1
07-03-1979,9603,1979,3,7,2
08-03-1979,9779,1979,3,8,3
09-03-1979,9817,1979,3,9,4
10-03-1979,8531,1979,3,10,5
11-03-1979,7930,1979,3,11,6
12-03-1979,9624,1979,3,12,0
13-03-1979,9569,1979,3,13,1
14-03-1979,9629,1979,3,14,2
15-03-1979,9550,1979,3,15,3
16-03-1979,9676,1979,3,16,4
17-03-1979,8533,1979,3,17,5
18-03-1979,8191,1979,3,18,6
19-03-1979,9701,1979,3,19,0
20-03-1979,10110,1979,3,20,1
21-03-1979,9704,1979,3,21,2
22-03-1979,9597,1979,3,22,3
23-03-1979,9779,1979,3,23,4
24-03-1979,8563,1979,3,24,5
25-03-1979,8056,1979,3,25,6
26-03-1979,9514,1979,3,26,0
27-03-1979,9937,1979,3,27,1
28-03-1979,9825,1979,3,28,2
29-03-1979,9622,1979,3,29,3
30-03-1979,9856,1979,3,30,4
31-03-1979,8472,1979,3,31,5
01-04-1979,8126,1979,4,1,6
02-04-1979,9406,1979,4,2,0
03-04-1979,9592,1979,4,3,1
04-04-1979,9527,1979,4,4,2
05-04-1979,9517,1979,4,5,3
06-04-1979,9605,1979,4,6,4
07-04-1979,8130,1979,4,7,5
08-04-1979,7841,1979,4,8,6
09-04-1979,9647,1979,4,9,0
10-04-1979,9689,1979,4,10,1
11-04-1979,9500,1979,4,11,2
12-04-1979,9592,1979,4,12,3
13-04-1979,9070,1979,4,13,4
14-04-1979,8207,1979,4,14,5
15-04-1979,7615,1979,4,15,6
16-04-1979,9349,1979,4,16,0
17-04-1979,9777,1979,4,17,1
18-04-1979,9495,1979,4,18,2
19-04-1979,9248,1979,4,19,3
20-04-1979,9629,1979,4,20,4
21-04-1979,8197,1979,4,21,5
22-04-1979,7921,1979,4,22,6
23-04-1979,9534,1979,4,23,0
24-04-1979,9842,1979,4,24,1
25-04-1979,9635,1979,4,25,2
26-04-1979,9335,1979,4,26,3
27-04-1979,9564,1979,4,27,4
28-04-1979,7953,1979,4,28,5
29-04-1979,7497,1979,4,29,6
30-04-1979,9518,1979,4,30,0
01-05-1979,10096,1979,5,1,1
02-05-1979,9618,1979,5,2,2
03-05-1979,9555,1979,5,3,3
04-05-1979,9583,1979,5,4,4
05-05-1979,8164,1979,5,5,5
06-05-1979,7909,1979,5,6,6
07-05-1979,9752,1979,5,7,0
08-05-1979,10007,1979,5,8,1
09-05-1979,9722,1979,5,9,2
10-05-1979,9778,1979,5,10,3
11-05-1979,9854,1979,5,11,4
12-05-1979,8274,1979,5,12,5
13-05-1979,8069,1979,5,13,6
14-05-1979,9482,1979,5,14,0
15-05-1979,9779,1979,5,15,1
16-05-1979,9539,1979,5,16,2
17-05-1979,9401,1979,5,17,3
18-05-1979,9538,1979,5,18,4
19-05-1979,8350,1979,5,19,5
20-05-1979,8081,1979,5,20,6
21-05-1979,9737,1979,5,21,0
22-05-1979,9772,1979,5,22,1
23-05-1979,9781,1979,5,23,2
24-05-1979,9745,1979,5,24,3
25-05-1979,9858,1979,5,25,4
26-05-1979,8364,1979,5,26,5
27-05-1979,7945,1979,5,27,6
28-05-1979,8394,1979,5,28,0
29-05-1979,9835,1979,5,29,1
30-05-1979,9854,1979,5,30,2
31-05-1979,9723,1979,5,31,3
01-06-1979,9887,1979,6,1,4
02-06-1979,8549,1979,6,2,5
03-06-1979,8190,1979,6,3,6
04-06-1979,9771,1979,6,4,0
05-06-1979,9851,1979,6,5,1
06-06-1979,9841,1979,6,6,2
07-06-1979,9722,1979,6,7,3
08-06-1979,9589,1979,6,8,4
09-06-1979,8331,1979,6,9,5
10-06-1979,8309,1979,6,10,6
11-06-1979,9603,1979,6,11,0
12-06-1979,9820,1979,6,12,1
13-06-1979,9546,1979,6,13,2
14-06-1979,9798,1979,6,14,3
15-06-1979,9815,1979,6,15,4
16-06-1979,8661,1979,6,16,5
17-06-1979,8175,1979,6,17,6
18-06-1979,9732,1979,6,18,0
19-06-1979,10014,1979,6,19,1
20-06-1979,10091,1979,6,20,2
21-06-1979,9768,1979,6,21,3
22-06-1979,10007,1979,6,22,4
23-06-1979,8485,1979,6,23,5
24-06-1979,8132,1979,6,24,6
25-06-1979,9572,1979,6,25,0
26-06-1979,10116,1979,6,26,1
27-06-1979,10081,1979,6,27,2
28-06-1979,10086,1979,6,28,3
29-06-1979,10253,1979,6,29,4
30-06-1979,8923,1979,6,30,5
01-07-1979,8563,1979,7,1,6
02-07-1979,10075,1979,7,2,0
03-07-1979,10516,1979,7,3,1
04-07-1979,8708,1979,7,4,2
05-07-1979,9946,1979,7,5,3
06-07-1979,10353,1979,7,6,4
07-07-1979,9017,1979,7,7,5
08-07-1979,8624,1979,7,8,6
09-07-1979,10555,1979,7,9,0
10-07-1979,10793,1979,7,10,1
11-07-1979,10368,1979,7,11,2
12-07-1979,10729,1979,7,12,3
13-07-1979,10710,1979,7,13,4
14-07-1979,9344,1979,7,14,5
15-07-1979,9012,1979,7,15,6
16-07-1979,10481,1979,7,16,0
17-07-1979,10827,1979,7,17,1
18-07-1979,10531,1979,7,18,2
19-07-1979,10456,1979,7,19,3
20-07-1979,10668,1979,7,20,4
21-07-1979,9148,1979,7,21,5
22-07-1979,8873,1979,7,22,6
23-07-1979,10605,1979,7,23,0
24-07-1979,10851,1979,7,24,1
25-07-1979,10737,1979,7,25,2
26-07-1979,10663,1979,7,26,3
27-07-1979,10800,1979,7,27,4
28-07-1979,9418,1979,7,28,5
29-07-1979,8894,1979,7,29,6
30-07-1979,10534,1979,7,30,0
31-07-1979,10842,1979,7,31,1
01-08-1979,10876,1979,8,1,2
02-08-1979,10692,1979,8,2,3
03-08-1979,10797,1979,8,3,4
04-08-1979,9427,1979,8,4,5
05-08-1979,8887,1979,8,5,6
06-08-1979,10653,1979,8,6,0
07-08-1979,10853,1979,8,7,1
08-08-1979,10830,1979,8,8,2
09-08-1979,10570,1979,8,9,3
10-08-1979,10834,1979,8,10,4
11-08-1979,9286,1979,8,11,5
12-08-1979,8721,1979,8,12,6
13-08-1979,10096,1979,8,13,0
14-08-1979,10934,1979,8,14,1
15-08-1979,10490,1979,8,15,2
16-08-1979,10386,1979,8,16,3
17-08-1979,10398,1979,8,17,4
18-08-1979,9241,1979,8,18,5
19-08-1979,9196,1979,8,19,6
20-08-1979,10660,1979,8,20,0
21-08-1979,10910,1979,8,21,1
22-08-1979,10565,1979,8,22,2
23-08-1979,10700,1979,8,23,3
24-08-1979,10571,1979,8,24,4
25-08-1979,9325,1979,8,25,5
26-08-1979,8924,1979,8,26,6
27-08-1979,10577,1979,8,27,0
28-08-1979,11049,1979,8,28,1
29-08-1979,10534,1979,8,29,2
30-08-1979,10646,1979,8,30,3
31-08-1979,10873,1979,8,31,4
01-09-1979,9124,1979,9,1,5
02-09-1979,8738,1979,9,2,6
03-09-1979,8991,1979,9,3,0
04-09-1979,10494,1979,9,4,1
05-09-1979,11026,1979,9,5,2
06-09-1979,10796,1979,9,6,3
07-09-1979,10741,1979,9,7,4
08-09-1979,9160,1979,9,8,5
09-09-1979,8970,1979,9,9,6
10-09-1979,10577,1979,9,10,0
11-09-1979,11081,1979,9,11,1
12-09-1979,10598,1979,9,12,2
13-09-1979,10685,1979,9,13,3
14-09-1979,10994,1979,9,14,4
15-09-1979,9368,1979,9,15,5
16-09-1979,9225,1979,9,16,6
17-09-1979,10804,1979,9,17,0
18-09-1979,11185,1979,9,18,1
19-09-1979,11043,1979,9,19,2
20-09-1979,10699,1979,9,20,3
21-09-1979,10911,1979,9,21,4
22-09-1979,9383,1979,9,22,5
23-09-1979,9141,1979,9,23,6
24-09-1979,10954,1979,9,24,0
25-09-1979,11061,1979,9,25,1
26-09-1979,10807,1979,9,26,2
27-09-1979,11013,1979,9,27,3
28-09-1979,10915,1979,9,28,4
29-09-1979,9542,1979,9,29,5
30-09-1979,9112,1979,9,30,6
01-10-1979,10475,1979,10,1,0
02-10-1979,10911,1979,10,2,1
03-10-1979,10597,1979,10,3,2
04-10-1979,10314,1979,10,4,3
05-10-1979,10600,1979,10,5,4
06-10-1979,9138,1979,10,6,5
07-10-1979,8618,1979,10,7,6
08-10-1979,10043,1979,10,8,0
09-10-1979,10350,1979,10,9,1
10-10-1979,10199,1979,10,10,2
11-10-1979,10106,1979,10,11,3
12-10-1979,10421,1979,10,12,4
13-10-1979,8964,1979,10,13,5
14-10-1979,8482,1979,10,14,6
15-10-1979,10164,1979,10,15,0
16-10-1979,10256,1979,10,16,1
17-10-1979,10007,1979,10,17,2
18-10-1979,9774,1979,10,18,3
19-10-1979,10233,1979,10,19,4
20-10-1979,8691,1979,10,20,5
21-10-1979,8654,1979,10,21,6
22-10-1979,10246,1979,10,22,0
23-10-1979,10197,1979,10,23,1
24-10-1979,9984,1979,10,24,2
25-10-1979,9906,1979,10,25,3
26-10-1979,9987,1979,10,26,4
27-10-1979,8573,1979,10,27,5
28-10-1979,8598,1979,10,28,6
29-10-1979,9920,1979,10,29,0
30-10-1979,10502,1979,10,30,1
31-10-1979,9684,1979,10,31,2
01-11-1979,9919,1979,11,1,3
02-11-1979,10174,1979,11,2,4
03-11-1979,8630,1979,11,3,5
04-11-1979,8252,1979,11,4,6
05-11-1979,10056,1979,11,5,0
06-11-1979,10276,1979,11,6,1
07-11-1979,9966,1979,11,7,2
08-11-1979,10108,1979,11,8,3
09-11-1979,10102,1979,11,9,4
10-11-1979,8799,1979,11,10,5
11-11-1979,8760,1979,11,11,6
12-11-1979,9894,1979,11,12,0
13-11-1979,10451,1979,11,13,1
14-11-1979,10150,1979,11,14,2
15-11-1979,10181,1979,11,15,3
16-11-1979,10272,1979,11,16,4
17-11-1979,8696,1979,11,17,5
18-11-1979,8399,1979,11,18,6
19-11-1979,10355,1979,11,19,0
20-11-1979,10765,1979,11,20,1
21-11-1979,10043,1979,11,21,2
22-11-1979,8164,1979,11,22,3
23-11-1979,9480,1979,11,23,4
24-11-1979,8774,1979,11,24,5
25-11-1979,8342,1979,11,25,6
26-11-1979,10009,1979,11,26,0
27-11-1979,10274,1979,11,27,1
28-11-1979,9988,1979,11,28,2
29-11-1979,9720,1979,11,29,3
30-11-1979,9758,1979,11,30,4
01-12-1979,8343,1979,12,1,5
02-12-1979,8430,1979,12,2,6
03-12-1979,9642,1979,12,3,0
04-12-1979,10282,1979,12,4,1
05-12-1979,9932,1979,12,5,2
06-12-1979,10021,1979,12,6,3
07-12-1979,9869,1979,12,7,4
08-12-1979,8709,1979,12,8,5
09-12-1979,8213,1979,12,9,6
10-12-1979,9932,1979,12,10,0
11-12-1979,10308,1979,12,11,1
12-12-1979,10050,1979,12,12,2
13-12-1979,9700,1979,12,13,3
14-12-1979,9944,1979,12,14,4
15-12-1979,8473,1979,12,15,5
16-12-1979,8209,1979,12,16,6
17-12-1979,10273,1979,12,17,0
18-12-1979,10592,1979,12,18,1
19-12-1979,10257,1979,12,19,2
20-12-1979,10022,1979,12,20,3
21-12-1979,9963,1979,12,21,4
22-12-1979,8536,1979,12,22,5
23-12-1979,8104,1979,12,23,6
24-12-1979,8490,1979,12,24,0
25-12-1979,7968,1979,12,25,1
26-12-1979,9231,1979,12,26,2
27-12-1979,10504,1979,12,27,3
28-12-1979,10961,1979,12,28,4
29-12-1979,8990,1979,12,29,5
30-12-1979,8250,1979,12,30,6
31-12-1979,9782,1979,12,31,0
01-01-1980,8232,1980,1,1,1
02-01-1980,9011,1980,1,2,2
03-01-1980,9902,1980,1,3,3
04-01-1980,9939,1980,1,4,4
05-01-1980,8691,1980,1,5,5
06-01-1980,8213,1980,1,6,6
07-01-1980,9833,1980,1,7,0
08-01-1980,9822,1980,1,8,1
09-01-1980,9564,1980,1,9,2
10-01-1980,9759,1980,1,10,3
11-01-1980,10234,1980,1,11,4
12-01-1980,8613,1980,1,12,5
13-01-1980,8291,1980,1,13,6
